25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
37, Self-emp-inc, 94869, Masters, 14, Divorced, Prof-specialty, Not-in-family, Black, Male, 4787, 0, 40, United-States, >50K.
44, State-gov, 267464, Some-college, 10, Separated, Tech-support, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
17, Private, 81010, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
47, Private, 54260, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 60, United-States, >50K.
62, Federal-gov, 171995, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 2829, 0, 40, United-States, <=50K.
39, Private, 245665, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K.
32, State-gov, 189838, Some-college, 10, Divorced, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
25, Private, 629900, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 40, United-States, >50K.
30, Private, 84119, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K.
47, Private, 47343, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
40, Private, 103614, 10th, 6, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 303092, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, State-gov, 124520, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
21, Private, 220857, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
32, State-gov, 247481, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, >50K.
54, Private, 283281, 7th-8th, 4, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K.
31, Private, 25610, Preschool, 1, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 25, United-States, <=50K.
42, Private, 13769, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 283969, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, Mexico, <=50K.
18, Private, 185522, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 33, United-States, <=50K.
37, Private, 144005, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
53, State-gov, 205949, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K.
50, Private, 158948, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 84, United-States, <=50K.
64, Private, 240357, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, >50K.
55, Private, 243929, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K.
63, Private, 201700, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 40, United-States, >50K.
53, Private, 208402, Some-college, 10, Divorced, Adm-clerical, Unmarried, Other, Female, 4865, 0, 45, Mexico, <=50K.
18, Private, 120599, 11th, 7, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 231826, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
62, Private, 499971, 11th, 7, Widowed, Handlers-cleaners, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
56, Private, 227972, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 48, Germany, >50K.
58, State-gov, 299680, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 15024, 0, 43, United-States, >50K.
33, Private, 231822, 10th, 6, Separated, Sales, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
58, Private, 185459, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K.
44, Private, 90582, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
81, Private, 184615, 7th-8th, 4, Widowed, Machine-op-inspct, Unmarried, White, Female, 1264, 0, 40, United-States, <=50K.
28, Private, 173858, HS-grad, 9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male, 0, 0, 35, China, <=50K.
28, Private, 132326, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
43, Private, 315037, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K.
51, Private, 175122, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 239577, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 52, United-States, <=50K.
48, Self-emp-not-inc, 96975, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
45, Self-emp-inc, 61885, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 48, United-States, >50K.
48, Private, 185870, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K.
37, State-gov, 142282, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K.
34, Private, 334744, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K.
63, Self-emp-not-inc, 201600, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 60, United-States, >50K.
38, Private, 34378, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 180271, HS-grad, 9, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 123833, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 213304, 5th-6th, 3, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, El-Salvador, <=50K.
30, Private, 296538, 9th, 5, Divorced, Farming-fishing, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
35, Private, 391937, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
54, Self-emp-inc, 175339, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 2415, 40, United-States, >50K.
26, Private, 60726, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Male, 6849, 0, 50, United-States, <=50K.
39, Private, 191103, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 54, United-States, <=50K.
34, State-gov, 32174, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
55, Private, 176219, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, <=50K.
33, Self-emp-not-inc, 294434, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 76, United-States, >50K.
17, Private, 310885, 7th-8th, 4, Never-married, Other-service, Own-child, White, Male, 0, 0, 36, Mexico, <=50K.
27, Private, 171133, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, United-States, <=50K.
53, Private, 162951, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 41, United-States, >50K.
43, Private, 223934, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
22, Private, 23940, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K.
52, Private, 88073, Bachelors, 13, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 50, United-States, <=50K.
60, Private, 57371, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Self-emp-not-inc, 73684, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 65, United-States, >50K.
39, Private, 107164, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K.
29, Private, 120126, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1848, 40, United-States, >50K.
41, Self-emp-not-inc, 54611, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 50, United-States, >50K.
61, Private, 131117, HS-grad, 9, Widowed, Transport-moving, Unmarried, White, Female, 0, 0, 40, Puerto-Rico, <=50K.
71, Federal-gov, 101676, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 403965, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
33, Private, 177083, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, Canada, <=50K.
52, Private, 173987, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
40, Private, 352080, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K.
31, Local-gov, 378426, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 99, Columbia, <=50K.
42, Private, 210857, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States, >50K.
63, Private, 165775, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 21, United-States, <=50K.
53, Private, 295896, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
34, State-gov, 238944, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
48, Private, 149640, Some-college, 10, Separated, Craft-repair, Unmarried, White, Male, 1506, 0, 40, Honduras, <=50K.
49, Private, 191320, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K.
28, Local-gov, 134771, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 55, United-States, <=50K.
44, Private, 120277, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 60, United-States, >50K.
27, Private, 82393, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K.
49, Private, 146121, 5th-6th, 3, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female, 0, 0, 20, Vietnam, <=50K.
34, Private, 162544, 7th-8th, 4, Never-married, Priv-house-serv, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
27, Self-emp-not-inc, 216178, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K.
38, Self-emp-not-inc, 248694, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 36, United-States, <=50K.
24, Private, 219140, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 360401, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 1719, 48, United-States, <=50K.
39, Private, 319962, HS-grad, 9, Divorced, Sales, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
50, Private, 115284, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
42, Private, 29702, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States, >50K.
44, State-gov, 204361, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
58, Private, 218312, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 182332, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
23, Private, 127876, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
20, Private, 316702, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
46, Self-emp-not-inc, 292549, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K.
21, Private, 203178, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
63, Private, 180099, 10th, 6, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
38, Private, 154541, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 4386, 0, 40, United-States, >50K.
27, Private, 95465, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K.
41, Private, 171839, Masters, 14, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 50, United-States, >50K.
43, Private, 115562, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K.
39, State-gov, 42478, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
56, Self-emp-inc, 124137, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 45, United-States, >50K.
44, State-gov, 107503, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 60, United-States, <=50K.
24, Private, 70261, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
49, Private, 367037, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, White, Female, 4650, 0, 40, United-States, <=50K.
38, Private, 258339, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 70, Iran, <=50K.
36, Self-emp-not-inc, 269509, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
50, Private, 369367, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
46, Private, 224582, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 52, United-States, <=50K.
41, Local-gov, 343591, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 10, United-States, <=50K.
46, Private, 153536, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 238574, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
35, Private, 247558, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
44, Self-emp-not-inc, 188278, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 45, United-States, <=50K.
51, Private, 194995, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K.
74, Local-gov, 168782, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
32, Private, 287229, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
22, Private, 202153, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
47, Private, 115358, HS-grad, 9, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
32, Private, 78283, 12th, 8, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K.
64, Federal-gov, 168854, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
44, Private, 222011, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 25, United-States, >50K.
59, Private, 157749, Bachelors, 13, Widowed, Exec-managerial, Unmarried, White, Male, 0, 3004, 40, United-States, >50K.
34, Private, 203814, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 35, United-States, <=50K.
54, Private, 74660, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, Canada, >50K.
33, Private, 292603, Some-college, 10, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 30, Dominican-Republic, <=50K.
44, Private, 172364, 1st-4th, 2, Married-civ-spouse, Transport-moving, Wife, White, Female, 3908, 0, 60, United-States, <=50K.
31, Private, 305619, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
30, State-gov, 157990, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
18, Private, 120243, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 17, United-States, <=50K.
56, Self-emp-not-inc, 296991, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, England, >50K.
24, Private, 174845, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
23, Private, 180475, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
51, Private, 152652, 11th, 7, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
24, Private, 172941, Bachelors, 13, Never-married, Prof-specialty, Unmarried, Black, Male, 0, 0, 20, United-States, <=50K.
39, Federal-gov, 450770, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
49, Self-emp-not-inc, 166003, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, State-gov, 60949, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
51, Local-gov, 181132, Masters, 14, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 39, United-States, >50K.
20, Private, 408988, Some-college, 10, Never-married, Sales, Own-child, White, Female, 594, 0, 24, United-States, <=50K.
49, Private, 169515, 10th, 6, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
31, Private, 250087, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
41, Private, 208613, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
35, Private, 225172, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
35, Private, 165007, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 4386, 0, 42, United-States, >50K.
46, Private, 165346, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 8, United-States, <=50K.
35, Private, 37655, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 60, United-States, <=50K.
21, Private, 172047, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 20, United-States, <=50K.
45, Private, 178530, 12th, 8, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
37, Local-gov, 347491, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
45, Self-emp-inc, 208049, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 1590, 40, United-States, <=50K.
18, Private, 111019, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, <=50K.
53, Self-emp-not-inc, 163826, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
24, Local-gov, 117023, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 281982, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 150025, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Puerto-Rico, <=50K.
50, Private, 176215, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 56, United-States, >50K.
38, Private, 166062, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
34, Local-gov, 28568, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
53, Private, 53833, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 32, United-States, >50K.
46, Private, 219967, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States, >50K.
50, Private, 309017, Some-college, 10, Divorced, Sales, Unmarried, White, Male, 0, 0, 45, United-States, <=50K.
45, Private, 353083, Some-college, 10, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 257992, Assoc-voc, 11, Never-married, Sales, Own-child, Black, Male, 0, 0, 23, United-States, <=50K.
41, Private, 283174, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 99999, 0, 40, United-States, >50K.
43, Self-emp-not-inc, 185413, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K.
29, Private, 207513, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 56, United-States, <=50K.
53, Private, 56213, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
24, Private, 100961, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 51700, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 199224, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
43, Local-gov, 70055, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States, <=50K.
38, Private, 183683, 10th, 6, Married-spouse-absent, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
64, Private, 45868, 7th-8th, 4, Separated, Priv-house-serv, Not-in-family, Other, Female, 0, 0, 35, Mexico, <=50K.
37, Private, 94706, Bachelors, 13, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male, 27828, 0, 40, United-States, >50K.
48, Private, 322183, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 35, United-States, >50K.
27, Self-emp-not-inc, 226976, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
45, Private, 262678, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 135056, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 10520, 0, 38, United-States, >50K.
42, Private, 270710, 9th, 5, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 166220, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 50, United-States, <=50K.
29, Private, 229803, HS-grad, 9, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male, 0, 0, 49, Haiti, <=50K.
71, Self-emp-inc, 172652, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K.
29, Federal-gov, 204796, 10th, 6, Separated, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
23, State-gov, 186634, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K.
28, Private, 106672, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 2, United-States, <=50K.
55, Private, 135339, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, >50K.
47, State-gov, 287547, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 159737, HS-grad, 9, Separated, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
35, Local-gov, 252217, 12th, 8, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Self-emp-inc, 202466, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 45, United-States, >50K.
33, Private, 123031, HS-grad, 9, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K.
30, Private, 226296, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 232036, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
46, Self-emp-not-inc, 481987, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, <=50K.
42, Private, 107563, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K.
28, Private, 184806, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 58, United-States, <=50K.
36, Private, 188850, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
39, Private, 127573, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
27, Private, 72443, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
57, Private, 142080, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 38, United-States, >50K.
50, Private, 143353, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, Black, Female, 0, 0, 12, United-States, <=50K.
63, Private, 172433, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K.
44, Private, 67874, Some-college, 10, Divorced, Sales, Unmarried, White, Male, 0, 625, 50, United-States, <=50K.
38, Private, 415578, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
30, Self-emp-not-inc, 370498, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 140513, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 25, United-States, <=50K.
44, Self-emp-not-inc, 193882, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K.
24, Private, 289909, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
26, Private, 284078, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 2354, 0, 40, United-States, <=50K.
42, Self-emp-not-inc, 83953, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K.
54, Private, 167380, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
45, State-gov, 112761, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
